,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_renovated,sqft_living15,sqft_lot15,price,sale_year,zipcode_1,zipcode_2,zipcode_3,zipcode_4,sale_month_01,sale_month_02,sale_month_03,sale_month_04,sale_month_05,sale_month_06,sale_month_07,sale_month_08,sale_month_09,sale_month_10,sale_month_11,sale_month_12
12117,2,1.75,1830.0,7200.0,1.0,0,2,4,2.0,1788.3689340415656,760.0,0,1570.0,6000.0,585000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12118,3,1.75,1000.0,8268.0,1.0,0,0,3,1.0,1000.0,0.0,0,1220.0,7800.0,350000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12120,6,2.0,2320.0,210830.0,2.0,0,0,4,3.0,2320.0,0.0,0,2540.0,217800.0,400000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12121,3,1.0,840.0,4495.0,1.0,0,0,3,1.0,840.0,0.0,0,1260.0,7434.0,151100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12122,3,1.0,840.0,4495.0,1.0,0,0,3,1.0,840.0,0.0,0,1260.0,7434.0,251000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12123,4,2.25,2350.0,8140.0,1.0,0,0,3,2.5,1430.0,920.0,0,2640.0,12729.291474216161,555000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
12124,3,1.75,2040.0,273556.0,1.0,0,0,3,2.0,2040.0,0.0,0,1790.0,273556.0,467500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12125,4,2.5,2370.0,7620.0,2.0,0,0,3,2.5,2370.0,0.0,0,2870.0,34834.0,479000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12126,5,2.0,1590.0,9350.0,1.0,0,0,5,2.0,1060.0,530.0,0,1460.0,8210.0,247000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12127,3,1.0,1380.0,10875.0,1.0,0,0,3,2.0,1788.3689340415656,0.0,0,1040.0,10875.0,299500,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12128,4,1.5,1940.0,8970.0,1.5,0,0,3,2.0,1270.0,670.0,0,1985.9880060783676,8470.0,306888,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12129,4,2.5,3320.0,244807.0,2.0,0,0,3,3.0,3320.0,0.0,0,2530.0,217800.0,675000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12130,2,1.0,1090.0,5265.0,1.5,0,0,4,2.5,1090.0,0.0,0,2080.0,4000.0,577000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
12131,3,2.25,1650.0,9936.0,1.0,0,0,3,2.0,1090.0,560.0,0,1560.0,9890.0,219950,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12132,3,1.5,1110.0,5500.0,1.0,0,0,3,1.0,1110.0,0.0,1,1670.0,12729.291474216161,375000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12133,4,2.5,2110.0,6820.0,1.0,0,0,5,2.0,1530.0,580.0,0,1420.0,6431.0,650000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12134,3,3.0,1850.0,5000.0,1.5,0,0,2,1.0,1850.0,0.0,0,1360.0,2500.0,975000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12135,1,2.25,600.0,3720.0,1.0,0,0,3,1.0,600.0,0.0,0,1480.0,4800.0,229000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12136,5,2.25,2760.0,4000.0,1.5,0,0,3,3.0,1730.0,1030.0,1,1680.0,4000.0,575000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
12137,4,1.75,2970.0,14880.0,1.0,0,4,5,3.0,1560.0,1410.0,0,3310.0,13388.0,815000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
12138,3,1.75,2300.0,43560.0,1.0,0,0,3,2.0,1350.0,950.0,0,2320.0,57000.0,525000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12139,3,2.5,2030.0,2805.0,2.0,0,0,3,3.0,1720.0,310.0,0,1670.0,2898.0,471000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
12141,3,2.0,1650.0,6150.0,2.0,0,0,4,2.0,1788.3689340415656,0.0,1,1280.0,6150.0,590000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
12142,4,2.5,3140.0,7260.0,2.0,0,0,3,3.0,2200.0,940.0,0,2860.0,8186.0,744000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12143,4,2.25,2690.0,36114.0,2.0,0,0,4,3.0,1788.3689340415656,0.0,0,2570.0,35091.0,460000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12144,5,2.5,1940.0,9389.0,1.0,0,0,4,2.0,1290.0,650.0,0,1810.0,9390.0,299000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12145,4,1.0,1220.0,5120.0,1.5,0,0,5,1.0,1220.0,0.0,0,1540.0,7670.0,231000,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12146,3,1.0,1300.0,9600.0,1.0,0,0,4,1.0,1300.0,0.0,0,1150.0,10222.0,195000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12148,4,1.5,3390.0,6200.0,2.0,0,0,4,3.0,2530.0,860.0,0,3080.0,6000.0,895000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12149,4,2.25,2310.0,13300.0,1.0,0,0,3,2.0,1890.0,420.0,0,2840.0,12744.0,1110000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12150,2,1.0,950.0,7954.0,1.0,0,0,4,2.0,950.0,0.0,0,1180.0,6828.0,339000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12151,3,3.75,2400.0,3520.0,1.0,0,0,3,2.0,1370.0,1030.0,1,2230.0,1419.0,885000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
12152,3,1.0,1780.0,5236.0,1.5,0,0,5,1.0,1050.0,730.0,0,1260.0,5320.0,375000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12153,4,1.5,1280.0,7400.0,1.0,0,0,3,2.0,1280.0,0.0,0,1310.0,7400.0,367400,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12155,5,2.25,2560.0,10360.0,1.0,0,0,4,3.0,1870.0,690.0,0,2070.0,7875.0,667000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12156,2,1.0,920.0,7620.0,1.0,0,0,4,1.0,920.0,0.0,0,1210.0,5250.0,200000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12157,3,2.5,1900.0,18414.0,2.0,0,0,3,2.5,1900.0,0.0,1,2900.0,39921.0,552775,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
12158,3,2.0,2270.0,7620.0,1.0,0,0,4,1.0,1270.0,1000.0,1,2210.0,17388.0,452000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12159,3,2.5,2080.0,16050.0,1.0,0,0,5,3.0,1360.0,720.0,0,1790.0,14550.0,418000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12160,3,1.75,1460.0,10128.0,1.0,0,0,3,3.0,1460.0,0.0,1,2240.0,10154.0,601500,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12161,3,1.75,1670.0,39639.0,1.0,0,0,4,2.5,1670.0,0.0,1,2330.0,30492.0,600000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
12162,4,2.5,2810.0,6481.0,2.0,0,0,3,3.0,2810.0,0.0,0,2660.0,6958.0,340000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12163,3,2.5,2370.0,6752.0,2.0,0,0,3,3.0,2370.0,0.0,0,1870.0,7455.0,310000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12164,3,1.75,1700.0,18000.0,1.0,0,0,3,3.0,1700.0,0.0,0,1700.0,8225.0,290000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12165,2,2.25,1630.0,9255.0,1.0,0,0,3,2.0,1630.0,0.0,0,1800.0,8000.0,438000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12167,2,1.0,860.0,6600.0,1.0,0,0,5,1.0,860.0,0.0,0,1030.0,6732.0,200000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12168,3,2.0,1980.0,12150.0,1.0,0,0,3,3.0,1980.0,0.0,0,1985.9880060783676,12150.0,479900,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12170,3,1.0,1920.0,10042.0,1.0,0,0,4,2.0,1788.3689340415656,0.0,0,1130.0,10925.0,219950,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12171,3,2.5,1920.0,3381.0,2.0,0,0,3,2.5,1788.3689340415656,0.0,0,1985.9880060783676,3383.0,300000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12172,3,2.25,1980.0,8775.0,1.0,0,0,3,2.0,1290.0,690.0,0,1550.0,9240.0,437000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12173,4,2.0,1720.0,7210.0,1.0,0,0,3,2.0,860.0,860.0,0,1250.0,12729.291474216161,350000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12175,3,2.5,2080.0,12032.0,2.0,0,0,3,3.0,2080.0,0.0,0,2320.0,9900.0,490000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12176,3,2.25,2090.0,4700.0,2.0,0,0,3,3.0,2090.0,0.0,0,2740.0,5040.0,289000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12177,3,2.5,1920.0,5100.0,2.0,0,0,3,2.0,2030.0,0.0,0,1790.0,4380.0,595000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12178,3,2.25,2680.0,41804.0,1.0,0,0,3,2.5,2680.0,0.0,0,2680.0,40866.0,676000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12179,3,1.75,1820.0,8028.0,1.0,0,0,3,2.0,1220.0,600.0,0,1940.0,12729.291474216161,389000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12180,3,2.0,1300.0,5000.0,1.0,0,0,4,2.0,1300.0,0.0,0,1630.0,7500.0,240000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12181,4,2.5,2210.0,7620.0,2.0,0,0,3,3.0,2210.0,0.0,0,1970.0,7000.0,382500,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12182,3,2.0,1400.0,7293.0,1.0,0,0,4,2.0,1400.0,0.0,0,1600.0,12729.291474216161,511555,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
12183,3,1.75,2040.0,4125.0,1.5,0,0,4,3.0,1540.0,500.0,0,1620.0,4400.0,710500,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12185,4,1.75,1920.0,7500.0,1.0,0,0,4,2.0,1920.0,0.0,0,1490.0,8000.0,170000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12186,4,3.25,3860.0,17820.0,1.0,0,4,4,3.0,1788.3689340415656,1230.0,0,4590.0,23760.0,2135000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12187,5,2.75,2760.0,7200.0,1.0,0,0,3,2.5,1430.0,1330.0,0,2460.0,8750.0,480000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12188,4,3.75,3450.0,8395.0,2.0,0,4,4,3.0,2640.0,810.0,0,3180.0,5183.0,1665000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12189,3,1.0,1040.0,6535.0,1.0,0,0,3,1.0,1788.3689340415656,0.0,0,1100.0,6535.0,225000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12190,3,1.75,2220.0,7224.0,1.0,0,2,3,3.0,2040.0,180.0,0,2540.0,9990.0,615000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12191,4,2.5,2470.0,385506.0,2.0,0,3,3,2.0,2470.0,0.0,0,1680.0,158994.0,438950,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12192,3,1.75,1300.0,9856.0,1.0,0,0,4,2.0,1300.0,0.0,0,1400.0,9600.0,242000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12193,3,2.5,1960.0,9686.0,1.0,0,0,3,2.5,1460.0,500.0,0,1960.0,8254.0,560000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12194,3,1.5,2040.0,3960.0,2.0,0,2,5,3.0,2040.0,0.0,0,1540.0,3400.0,857500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12195,3,2.5,3030.0,7864.0,2.0,0,0,3,3.0,3030.0,0.0,0,2790.0,7034.0,685000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
12196,4,3.0,2260.0,7336.0,2.0,0,0,4,2.0,2260.0,0.0,0,2200.0,7724.0,486000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12197,3,2.5,2670.0,10338.0,2.0,0,0,3,3.0,1788.3689340415656,0.0,0,2670.0,8866.0,749000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
12199,3,1.75,1920.0,8502.0,1.5,0,2,3,3.0,2610.0,0.0,0,2900.0,5016.0,1015000,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12200,3,1.75,1130.0,5111.0,1.0,0,0,4,2.0,930.0,200.0,0,1360.0,4424.0,565000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
12201,3,2.0,1480.0,2502.0,2.0,0,0,3,2.0,1480.0,0.0,0,1850.0,5000.0,355000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12202,5,2.0,3540.0,9970.0,2.0,0,3,3,3.0,3540.0,0.0,0,2280.0,7195.0,775000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12203,4,2.25,2100.0,7305.0,1.0,0,0,4,2.0,1050.0,1050.0,0,1760.0,7308.0,335000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12205,3,1.75,1810.0,3000.0,1.5,0,0,4,2.0,1810.0,0.0,0,1140.0,3000.0,545000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12206,3,1.75,1680.0,7620.0,1.5,0,0,4,2.0,1788.3689340415656,0.0,0,1460.0,4240.0,540000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12207,3,1.75,2450.0,9377.0,1.0,0,2,3,3.0,1540.0,910.0,0,2520.0,12729.291474216161,687500,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12208,3,2.0,1150.0,9812.0,1.0,0,0,4,2.0,1150.0,0.0,0,1200.0,9812.0,115000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12209,1,2.0,1150.0,9812.0,1.0,0,0,4,2.0,1150.0,0.0,0,1200.0,12729.291474216161,227000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12210,4,2.5,3240.0,7621.0,2.0,0,2,3,3.0,3240.0,0.0,0,4610.0,7150.0,870000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
12211,4,2.5,3480.0,12164.0,1.5,0,0,4,4.0,3480.0,0.0,0,3960.0,16855.0,1190000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12212,4,2.5,1920.0,5000.0,1.5,0,0,3,3.0,2800.0,0.0,0,2960.0,5092.0,375000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12213,3,2.75,3240.0,7200.0,1.0,0,2,3,3.0,1620.0,0.0,0,2700.0,7200.0,902000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12214,3,1.5,1480.0,7276.0,1.0,0,0,3,1.0,940.0,540.0,0,1090.0,6710.0,269500,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12215,3,1.0,1700.0,4750.0,1.5,0,0,4,1.0,1200.0,500.0,0,1550.0,4750.0,570000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12216,2,1.0,1240.0,7590.0,1.0,0,0,4,2.5,1040.0,200.0,0,1190.0,5692.0,359950,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12217,4,3.5,3720.0,8301.0,2.0,0,0,3,3.0,2880.0,0.0,0,2080.0,9676.0,1450000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12218,3,2.5,1910.0,3427.0,2.0,0,0,3,3.0,1910.0,0.0,0,2240.0,3720.0,615000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12219,4,2.0,2120.0,8701.0,1.5,0,0,4,2.0,2120.0,0.0,0,1720.0,8527.0,250000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12220,4,2.5,3020.0,6788.0,2.0,0,0,3,2.0,3020.0,0.0,0,2640.0,5325.0,530000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12221,3,2.25,2250.0,222156.0,1.0,0,0,3,2.0,2250.0,0.0,0,2110.0,121968.0,474950,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12222,4,2.0,1650.0,6480.0,2.0,0,0,5,2.0,1788.3689340415656,0.0,0,1650.0,6350.0,490000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12223,2,1.5,880.0,1157.0,2.0,0,0,3,2.0,880.0,0.0,0,1070.0,1203.0,210000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12224,3,1.0,1860.0,9225.0,1.0,0,0,3,2.0,1788.3689340415656,0.0,0,1740.0,12204.0,265500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12225,5,3.25,3840.0,4800.0,3.0,0,3,3,3.0,2750.0,1090.0,0,2060.0,4800.0,1462497,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12226,4,2.25,2192.0,12128.0,2.0,0,0,3,3.0,2192.0,0.0,0,1914.0,4649.0,310000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12227,3,2.5,1590.0,4108.0,2.0,0,0,3,2.0,1590.0,0.0,0,2160.0,3912.0,324500,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12228,4,4.75,3700.0,11000.0,1.0,0,0,4,2.5,1840.0,1860.0,0,1720.0,11564.0,599000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12229,3,2.5,3670.0,9958.0,2.0,0,0,3,3.0,3670.0,0.0,0,3300.0,10679.0,525000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12230,3,1.0,1630.0,10304.0,1.0,0,0,5,2.5,1630.0,0.0,0,1480.0,8515.0,400000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12231,3,3.0,4230.0,54977.0,2.0,0,0,3,3.0,3780.0,450.0,1,2880.0,27201.0,887500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12232,2,1.0,1060.0,3325.0,1.5,0,0,4,1.0,770.0,290.0,0,1820.0,4275.0,344000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12233,3,2.5,2700.0,7434.0,2.0,0,0,3,3.0,1788.3689340415656,0.0,0,2660.0,8405.0,525000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12235,4,2.5,3720.0,8633.0,2.0,0,0,3,3.0,3720.0,0.0,0,3515.0,9660.0,820000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12236,4,3.5,3440.0,5000.0,2.0,0,0,3,4.0,2560.0,880.0,0,3090.0,10241.0,1305000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
12237,4,2.25,2420.0,59800.0,1.0,0,0,4,2.5,1350.0,1070.0,0,2160.0,17598.0,549000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12238,3,1.0,1920.0,6771.0,1.5,0,0,3,2.0,1090.0,0.0,0,1230.0,4662.0,180000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12239,4,2.25,2910.0,5776.0,2.0,0,2,3,3.0,2910.0,0.0,0,2550.0,6750.0,589000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12240,3,1.0,1050.0,5518.0,1.5,0,0,3,2.0,1050.0,0.0,0,1490.0,4269.0,350000,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12241,3,2.0,1610.0,7575.0,1.0,0,0,4,2.0,1110.0,500.0,0,1920.0,8400.0,197400,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12242,3,2.5,1760.0,6477.0,2.0,0,0,4,3.0,1760.0,0.0,0,1890.0,6800.0,267000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12243,3,1.5,1540.0,20281.0,1.0,0,0,3,2.0,1540.0,0.0,0,1710.0,21090.0,480000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12244,4,2.5,2580.0,9450.0,1.0,0,0,4,3.0,1660.0,920.0,0,1985.9880060783676,9450.0,650000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12245,3,1.0,1370.0,5000.0,1.5,0,0,3,2.0,1370.0,0.0,0,1500.0,5000.0,600000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12246,2,1.75,1440.0,6265.0,1.0,0,0,3,3.0,1440.0,0.0,0,1810.0,5209.0,490000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
12247,3,1.0,1410.0,7700.0,1.0,0,0,3,2.0,980.0,430.0,0,1510.0,7700.0,225000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12248,3,2.25,1980.0,10115.0,1.0,0,0,3,3.0,1980.0,0.0,0,2800.0,10143.0,640000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12249,3,3.5,2440.0,3427.0,2.0,0,0,3,2.0,1990.0,450.0,0,2440.0,2601.0,710000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
12250,3,2.0,1350.0,7620.0,1.0,0,0,3,2.0,1350.0,0.0,0,1350.0,14200.0,325000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12251,3,3.25,3130.0,28001.0,1.5,0,0,3,3.0,2210.0,920.0,0,2710.0,12729.291474216161,595000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12252,3,1.0,880.0,7004.0,1.0,0,0,3,1.0,880.0,0.0,0,880.0,7828.0,128750,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12254,4,1.75,2700.0,7625.0,1.0,0,0,4,3.0,1450.0,1250.0,0,1760.0,3300.0,710000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12255,4,2.75,1670.0,6000.0,1.0,0,0,5,2.0,840.0,830.0,0,1100.0,6000.0,605000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12256,4,2.5,3470.0,20445.0,2.0,0,0,4,3.0,3470.0,0.0,0,3360.0,12729.291474216161,994000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12257,3,2.25,1820.0,7620.0,1.5,0,0,3,3.0,1820.0,0.0,0,2430.0,7696.0,489950,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12258,3,1.5,1310.0,8160.0,1.0,0,0,3,2.0,1310.0,0.0,0,1090.0,7560.0,365000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12259,3,2.0,1790.0,7212.0,1.0,0,0,4,3.0,1790.0,0.0,0,2330.0,7212.0,359950,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12260,4,2.5,2460.0,4774.0,2.0,0,0,3,3.0,2460.0,0.0,0,2510.0,4399.0,495000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12261,3,1.5,1060.0,9039.0,1.0,0,0,3,2.0,1060.0,0.0,0,1410.0,9515.0,255000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12263,3,1.75,1480.0,8394.0,1.0,0,0,4,3.0,1480.0,0.0,0,1920.0,9184.0,450000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12264,4,2.5,3500.0,11306.0,2.0,0,2,3,3.0,3500.0,0.0,0,3180.0,8028.0,655000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12265,4,2.75,2910.0,16362.0,1.0,0,2,3,3.0,2120.0,790.0,0,2850.0,14904.0,485000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12266,4,2.25,1940.0,15909.0,1.0,0,0,3,3.0,970.0,970.0,0,1940.0,15120.0,375000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12267,3,2.5,2280.0,4534.0,2.0,0,0,3,3.0,2280.0,0.0,0,2246.0,4534.0,570000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12268,3,2.25,1190.0,1022.0,3.0,0,0,3,3.0,1190.0,0.0,0,1210.0,1171.0,350000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12269,3,1.0,1260.0,6000.0,1.0,0,3,3,2.0,1260.0,0.0,0,2020.0,6600.0,550000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12271,4,2.25,1990.0,7320.0,1.0,0,0,4,2.0,1030.0,960.0,0,1320.0,7320.0,450000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12272,4,1.75,1500.0,1856.0,1.0,0,0,5,2.0,750.0,750.0,0,1220.0,12729.291474216161,432500,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12273,5,2.75,2060.0,329903.0,1.5,0,3,5,2.0,2060.0,0.0,0,1985.9880060783676,220232.0,432000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12274,3,2.25,1950.0,8892.0,2.0,0,0,3,3.0,1950.0,0.0,0,1900.0,8750.0,480000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12275,3,1.75,1790.0,6980.0,1.0,0,0,3,2.5,1330.0,460.0,0,1770.0,8081.0,402200,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12277,4,2.5,3240.0,7620.0,2.0,0,0,4,3.0,3240.0,0.0,0,2920.0,13044.0,1199500,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12278,3,2.0,2440.0,13250.0,1.0,0,0,4,3.0,1440.0,1000.0,0,2400.0,10650.0,312000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12279,4,2.0,2220.0,5821.0,1.5,0,0,4,2.0,1380.0,840.0,0,1850.0,5000.0,610000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
12280,5,1.75,2640.0,7722.0,1.5,0,0,4,2.0,1650.0,990.0,0,1750.0,4000.0,823000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12281,4,1.75,1450.0,3750.0,1.0,0,0,4,2.0,950.0,500.0,0,1850.0,4000.0,471000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
